Supplementary_Table2: Summary of random mutation data (ART-Random),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
id,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
985,sample_985,664,0.039533222,679,0.040426292,1241,0.07388664,688,0.040962134,672,0.040009526,16796,0.23677,21,-0.067140338,-0.092457921,3.341831665
986,sample_986,1183,0.041150689,1189,0.041359399,1760,0.06122165,1160,0.040350633,1160,0.040350633,28748,0.410988,0,0.095484491,0.003432218,2.034140444
987,sample_987,472,0.039189638,472,0.039189638,1058,0.08784457,467,0.038774494,459,0.038110262,12044,0.167491,21,-0.101685301,-0.219541877,4.78302219
988,sample_988,1018,0.041348497,1022,0.041510967,1580,0.064175467,997,0.040495532,982,0.039886271,24620,0.350841,0,0.115372728,0.019007984,2.339129282
989,sample_989,997,0.040495532,992,0.040292445,1558,0.063281885,995,0.040414297,998,0.040536149,24620,0.350841,0,0.02961312,-0.106212602,2.246864703
990,sample_990,902,0.040947885,905,0.041084075,1458,0.066188487,912,0.041401852,901,0.040902488,22028,0.313097,0,0.075093958,-0.024861287,2.546978563
991,sample_991,880,0.040478381,887,0.040800368,1457,0.067019319,886,0.04075437,902,0.04149034,21740,0.308805,0,0.027888685,-0.054016238,2.632763988
992,sample_992,934,0.04132012,905,0.040037162,1498,0.066271456,903,0.039948682,928,0.041054681,22604,0.321401,0,0.112519639,-0.132446659,2.555545315
993,sample_993,652,0.039611179,676,0.041069259,1242,0.07545565,677,0.041130012,652,0.039611179,16460,0.231588,21,-0.059302371,-0.026383844,3.503835835
994,sample_994,650,0.039489672,680,0.041312272,1214,0.073754557,643,0.039064399,657,0.039914945,16460,0.231588,21,-0.071519009,-0.001410731,3.328193753
995,sample_995,1099,0.040103635,1119,0.040833455,1710,0.06239965,1100,0.040140126,1131,0.041271347,27404,0.391545,0,-0.009789412,-0.050616075,2.15577178
996,sample_996,678,0.039686256,693,0.040564271,1270,0.074338562,704,0.041208148,699,0.040915476,17084,0.240966,21,-0.051753856,-0.078278629,3.388493794
997,sample_997,680,0.039803325,678,0.039686256,1278,0.074806837,699,0.040915476,671,0.039276516,17084,0.240966,21,-0.039983436,-0.16850723,3.436844275
998,sample_998,1072,0.041441163,1071,0.041402505,1642,0.063476109,1035,0.040010824,1064,0.0411319,25868,0.368804,0,0.124689607,0.00786199,2.266918893
999,sample_999,1232,0.041072143,1217,0.040572076,1793,0.059774637,1235,0.041172156,1212,0.040405387,29996,0.429423,0,0.087587266,-0.07747649,1.884732743
1000,sample_1000,1175,0.041844729,1178,0.041951567,1157,0.041203704,1184,0.042165242,1159,0.041274929,28080,0.409382,0,0.165265367,0.064285988,-0.032761621
1001,sample_1001,1171,0.042061782,1171,0.042061782,1154,0.041451149,1151,0.041343391,1174,0.04216954,27840,0.405678,0,0.187088438,0.075612127,-0.007212243
1002,sample_1002,649,0.041222053,639,0.04058689,674,0.042809959,668,0.042428862,652,0.041412602,15744,0.229951,0,0.102659647,-0.075954142,0.133088214
1003,sample_1003,666,0.042301829,652,0.041412602,675,0.042873476,653,0.041476118,656,0.041666667,15744,0.229951,0,0.211223534,0.008899561,0.139646423
1004,sample_1004,1300,0.041602663,1295,0.041442652,1300,0.041602663,1294,0.04141065,1314,0.042050691,31248,0.456045,0,0.140927264,0.011987702,0.008431861
1005,sample_1005,786,0.0410401,798,0.041666667,807,0.042136591,792,0.041353383,779,0.040674603,19152,0.279194,0,0.084365599,0.035008392,0.06356133
1007,sample_1007,974,0.042186417,971,0.04205648,968,0.041926542,957,0.041450104,974,0.042186417,23088,0.33668,0,0.199619665,0.075067265,0.041873198
1008,sample_1008,962,0.041666667,972,0.042099792,960,0.041580042,946,0.040973666,947,0.041016979,23088,0.33668,0,0.147362424,0.079518251,0.006096188
1009,sample_1009,509,0.041748688,498,0.040846457,524,0.042979003,526,0.043143045,502,0.041174541,12192,0.177593,0,0.155609055,-0.049279962,0.150542346
1010,sample_1010,715,0.041377315,710,0.041087963,724,0.041898148,739,0.042766204,715,0.041377315,17280,0.252245,0,0.11827014,-0.024461724,0.038941471
1011,sample_1011,740,0.042824074,740,0.042824074,725,0.041956019,706,0.040856481,701,0.04056713,17280,0.252245,0,0.263731558,0.153948625,0.044916729
1012,sample_1012,470,0.040129781,494,0.042178962,479,0.040898224,480,0.040983607,491,0.041922814,11712,0.171069,0,-0.007160525,0.087654069,-0.064303145
1013,sample_1013,1097,0.041104616,1098,0.041142086,1118,0.041891487,1120,0.041966427,1127,0.042228717,26688,0.389197,0,0.090852233,-0.018899771,0.038253672
1014,sample_1014,512,0.043184885,480,0.04048583,477,0.040232794,506,0.042678812,502,0.04234143,11856,0.173051,0,0.300008575,-0.086339538,-0.133010478
1015,sample_1015,488,0.041160594,480,0.04048583,485,0.040907557,509,0.042931849,501,0.042257085,11856,0.173051,0,0.096480373,-0.086339538,-0.063339457
1016,sample_1016,1082,0.041134428,1094,0.041590633,1115,0.04238899,1110,0.042198905,1087,0.041324513,26304,0.383552,0,0.09384961,0.0271948,0.089622124
1020,sample_1020,848,0.041963579,852,0.04216152,823,0.040726445,840,0.041567696,836,0.041369755,20208,0.294927,0,0.177214838,0.085861699,-0.082039755
1021,sample_1021,987,0.041878819,963,0.040860489,996,0.042260692,975,0.041369654,996,0.042260692,23568,0.343758,0,0.168692815,-0.047837961,0.076375061
1022,sample_1022,962,0.040818058,969,0.041115071,993,0.042133401,977,0.041454515,971,0.041199932,23568,0.343758,0,0.062040859,-0.021675955,0.063231928
1023,sample_1023,1237,0.041036359,1259,0.041766189,1257,0.041699841,1238,0.041069533,1255,0.041633493,30144,0.439417,0,0.083989424,0.045235737,0.018465747
1024,sample_1024,1294,0.04141065,1288,0.041218638,1309,0.041890681,1289,0.04125064,1301,0.041634665,31248,0.45596,0,0.121621786,-0.011032988,0.03817047
1027,sample_1027,1001,0.041875837,991,0.041457497,1006,0.042085007,984,0.041164659,982,0.041080991,23904,0.348644,0,0.16839299,0.01351317,0.058235074
1028,sample_1028,836,0.041271722,833,0.041123618,858,0.04235782,824,0.040679305,825,0.040728673,20256,0.295579,0,0.107653525,-0.020797688,0.086403707
1029,sample_1029,1331,0.042013889,1334,0.042108586,1336,0.042171717,1314,0.041477273,1309,0.041319444,31680,0.462087,0,0.182273164,0.080421936,0.067188144
1030,sample_1030,1295,0.042220918,1295,0.042220918,1294,0.042188315,1271,0.041438445,1276,0.041601461,30672,0.447019,0,0.203088488,0.091965687,0.068901918
1031,sample_1031,492,0.042008197,498,0.042520492,505,0.043118169,471,0.040215164,508,0.043374317,11712,0.170946,0,0.181700857,0.122751187,0.164911657
1032,sample_1032,1018,0.042416667,999,0.041625,990,0.04125,1012,0.042166667,981,0.040875,24000,0.349919,0,0.222769623,0.030726544,-0.027981415
1033,sample_1033,721,0.041266026,738,0.042239011,725,0.041494963,708,0.040521978,740,0.04235348,17472,0.255021,0,0.1070808,0.093824991,-0.002688346
1034,sample_1034,713,0.04080815,721,0.041266026,741,0.042410714,725,0.041494963,729,0.041723901,17472,0.255021,0,0.061044659,-0.006163227,0.091865182
1035,sample_1035,938,0.041845111,924,0.041220557,932,0.041577445,918,0.040952891,934,0.041666667,22416,0.326683,0,0.165303704,-0.010835809,0.005828052
1036,sample_1036,542,0.040911836,533,0.040232488,551,0.041591184,536,0.040458937,536,0.040458937,13248,0.193226,0,0.07146951,-0.11237407,0.007246626
1037,sample_1037,517,0.041586229,528,0.042471042,506,0.040701416,520,0.041827542,537,0.043194981,12432,0.181537,0,0.139274994,0.117669558,-0.084624089
1038,sample_1038,502,0.040379665,503,0.040460103,502,0.040379665,501,0.040299228,510,0.041023166,12432,0.181537,0,0.017963541,-0.088983356,-0.117845598
1039,sample_1039,309,0.040743671,313,0.041271097,317,0.041798523,331,0.043644515,325,0.042853376,7584,0.110815,0,0.054561722,-0.005642067,0.028654952
1040,sample_1040,300,0.039556962,305,0.040216245,311,0.041007384,308,0.040611814,315,0.04153481,7584,0.110815,0,-0.064753466,-0.114043292,-0.053032115
1041,sample_1041,318,0.040895062,305,0.039223251,328,0.04218107,311,0.039994856,326,0.041923868,7776,0.113717,0,0.069783001,-0.216087655,0.068153842
1042,sample_1042,326,0.041923868,338,0.043467078,305,0.039223251,334,0.042952675,308,0.039609053,7776,0.113717,0,0.173222231,0.220026533,-0.237248216
1043,sample_1043,332,0.042695473,309,0.039737654,339,0.043595679,337,0.043338477,340,0.04372428,7776,0.113717,0,0.250801654,-0.163225329,0.214215696
1044,sample_1044,1412,0.041844476,1414,0.041903746,1392,0.041251778,1421,0.04211119,1406,0.041666667,33744,0.492428,0,0.165239901,0.059371683,-0.027797822
1045,sample_1045,1192,0.041388889,1195,0.041493056,1205,0.041840278,1200,0.041666667,1208,0.041944444,28800,0.420262,0,0.119433832,0.017167357,0.032966214
1046,sample_1046,779,0.041400935,788,0.041879252,765,0.040656888,776,0.041241497,788,0.041879252,18816,0.274414,0,0.120645021,0.056854558,-0.089221708
1047,sample_1047,1249,0.042036887,1255,0.042238826,1238,0.041666667,1229,0.041363759,1245,0.041902262,29712,0.433285,0,0.184585507,0.093805987,0.015040441
1048,sample_1048,801,0.041305693,825,0.042543317,799,0.041202558,798,0.04115099,797,0.041099422,19392,0.282801,0,0.11106908,0.125096787,-0.032879943
1049,sample_1049,1390,0.042090601,1379,0.04175751,1392,0.042151163,1388,0.042030039,1358,0.041121609,33024,0.481767,0,0.189986002,0.044343818,0.065065853
1050,sample_1050,1299,0.041316794,1311,0.041698473,1292,0.041094148,1309,0.04163486,1302,0.041412214,31440,0.458784,0,0.112185189,0.038276979,-0.044073559
1051,sample_1051,679,0.042866162,667,0.042108586,659,0.041603535,660,0.041666667,674,0.042550505,15840,0.23135,0,0.267963163,0.080421936,0.008521978
1052,sample_1052,674,0.042550505,643,0.040593434,664,0.041919192,677,0.042739899,673,0.042487374,15840,0.23135,0,0.236226126,-0.075281642,0.041114292
1053,sample_1053,1262,0.041799152,1252,0.041467939,1251,0.041434817,1261,0.041766031,1264,0.041865395,30192,0.44058,0,0.160682897,0.014586222,-0.008898589
1054,sample_1054,1143,0.041485192,1133,0.041122242,1150,0.041739257,1157,0.041993322,1154,0.041884437,27552,0.40185,0,0.129116392,-0.020939104,0.022535537
1055,sample_1055,597,0.042304422,596,0.04223356,587,0.041595805,593,0.042020975,579,0.041028912,14112,0.205679,0,0.211484192,0.093264833,0.007723799
1056,sample_1056,1251,0.041566986,1242,0.041267943,1245,0.041367624,1244,0.041334397,1271,0.042231526,30096,0.439156,0,0.137340202,-0.005966233,-0.015836489
1057,sample_1057,590,0.04180839,600,0.042517007,571,0.040462018,587,0.041595805,578,0.04095805,14112,0.205614,0,0.161611705,0.122393053,-0.109342474
1060,sample_1060,1294,0.041731166,1279,0.04124742,1289,0.041569917,1295,0.041763416,1292,0.041666667,31008,0.452155,0,0.153847391,-0.008075221,0.005050846
1061,sample_1061,1385,0.041636604,1404,0.042207792,1387,0.041696729,1398,0.042027417,1367,0.041095479,33264,0.485032,0,0.144339849,0.090616813,0.01814447
1062,sample_1062,694,0.040499533,695,0.04055789,719,0.04195845,732,0.042717087,720,0.042016807,17136,0.249949,0,0.030015398,-0.078934352,0.04516779
1063,sample_1063,768,0.040920716,763,0.040654305,785,0.041826513,782,0.041666667,772,0.041133845,18768,0.273419,0,0.072362368,-0.069026287,0.031544989
1064,sample_1064,1017,0.041544118,1013,0.041380719,1029,0.042034314,1026,0.041911765,1021,0.041707516,24480,0.356919,0,0.135040986,0.005623158,0.053000901
1065,sample_1065,1015,0.041462418,1022,0.041748366,1013,0.041380719,1019,0.041625817,1002,0.040931373,24480,0.356919,0,0.126826694,0.043404174,-0.014484362
1066,sample_1066,416,0.042071197,421,0.042576861,430,0.043487055,432,0.04368932,420,0.042475728,9888,0.143975,0,0.188035131,0.128543915,0.203000002
1067,sample_1067,1133,0.041338295,1125,0.04104641,1152,0.042031524,1150,0.041958552,1143,0.041703152,27408,0.400049,0,0.114347013,-0.028731908,0.052712818
1068,sample_1068,690,0.042155425,699,0.042705279,697,0.042583089,684,0.041788856,674,0.041177908,16368,0.238669,0,0.196503642,0.141740684,0.109663289
1069,sample_1069,671,0.040994624,682,0.041666667,698,0.042644184,694,0.042399804,663,0.040505865,16368,0.238669,0,0.079793249,0.035008392,0.115971479
1070,sample_1070,660,0.041167665,659,0.041105289,658,0.041042914,652,0.040668663,654,0.040793413,16032,0.234148,0,0.0971913,-0.022681182,-0.049363534
1071,sample_1071,1145,0.042369745,1138,0.042110716,1130,0.041814683,1129,0.041777679,1123,0.041555654,27024,0.39388,0,0.218052022,0.08064088,0.030323515
1074,sample_1074,1194,0.041183775,1225,0.042253035,1209,0.041701159,1226,0.042287528,1228,0.042356512,28992,0.422836,0,0.098811063,0.095266193,0.018601852
1076,sample_1076,454,0.042992424,457,0.043276515,428,0.040530303,423,0.040056818,431,0.040814394,10560,0.153874,0,0.280657977,0.200443444,-0.102291892
1077,sample_1077,430,0.040719697,429,0.040625,451,0.042708333,443,0.041950758,428,0.040530303,10560,0.153874,0,0.052151314,-0.072037817,0.122595078
1078,sample_1078,1186,0.041249304,1213,0.04218837,1178,0.040971063,1210,0.042084029,1195,0.041562326,28752,0.419564,0,0.105399597,0.088620851,-0.056782356
1079,sample_1079,847,0.042622786,834,0.041968599,847,0.042622786,815,0.04101248,811,0.040811192,19872,0.290135,0,0.243493448,0.066036279,0.113762089
1080,sample_1080,851,0.041912924,826,0.040681639,828,0.040780142,862,0.042454689,863,0.04250394,20304,0.296181,0,0.172121814,-0.066217338,-0.076495421
1081,sample_1081,835,0.041124901,847,0.041715918,856,0.04215918,842,0.041469661,845,0.041617415,20304,0.296181,0,0.092891765,0.040069679,0.065893697
1082,sample_1082,498,0.043229167,482,0.041840278,497,0.043142361,500,0.043402778,494,0.042881944,11520,0.168311,0,0.304460755,0.052849427,0.167409511
1083,sample_1083,1369,0.041215077,1383,0.041636561,1377,0.041455925,1390,0.041847303,1377,0.041455925,33216,0.484087,0,0.101958282,0.031914571,-0.006719168
1084,sample_1084,510,0.0425,498,0.0415,499,0.041583333,496,0.041333333,493,0.041083333,12000,0.174699,0,0.2311482,0.017880999,0.00643607
1085,sample_1085,494,0.041166667,485,0.040416667,515,0.042916667,500,0.041666667,498,0.0415,12000,0.174699,0,0.097090958,-0.093447059,0.144106006
1086,sample_1086,520,0.040272615,545,0.042208798,522,0.040427509,552,0.042750929,549,0.042518587,12912,0.188537,0,0.007200344,0.090720174,-0.112905597
1087,sample_1087,539,0.041744114,518,0.04011772,529,0.040969641,525,0.040659851,544,0.042131351,12912,0.188537,0,0.155149206,-0.124168128,-0.056929206
1090,sample_1090,419,0.040600775,438,0.04244186,422,0.040891473,429,0.041569767,420,0.040697674,10320,0.150744,0,0.04019457,0.114670688,-0.06500022
1091,sample_1091,419,0.040600775,419,0.040600775,421,0.040794574,443,0.042926357,432,0.041860465,10320,0.150744,0,0.04019457,-0.074527264,-0.075005303
1092,sample_1092,1381,0.04169686,1377,0.041576087,1387,0.041878019,1388,0.041908213,1370,0.041364734,33120,0.483139,0,0.15039814,0.025700026,0.036863121
1093,sample_1093,370,0.043549906,334,0.039312618,344,0.040489642,334,0.039312618,353,0.041548964,8496,0.123735,0,0.336708811,-0.206903946,-0.106490224
1094,sample_1094,337,0.039665725,372,0.043785311,358,0.042137476,341,0.040136535,357,0.042019774,8496,0.123735,0,-0.053818113,0.252729497,0.063652706
1095,sample_1095,1335,0.042268237,1302,0.041223404,1297,0.041065096,1331,0.042141591,1311,0.041508359,31584,0.46043,0,0.207846077,-0.010543186,-0.04707318
1096,sample_1096,1154,0.04123785,1155,0.041273585,1183,0.042274157,1159,0.041416524,1159,0.041416524,27984,0.407892,0,0.104247959,-0.005386404,0.077765272
1097,sample_1097,666,0.042692308,641,0.041089744,664,0.042564103,636,0.040769231,654,0.041923077,15600,0.227302,0,0.250483379,-0.024278739,0.107702898
1098,sample_1098,659,0.04224359,644,0.041282051,649,0.041602564,670,0.042948718,632,0.040512821,15600,0.227302,0,0.205367961,-0.004516362,0.008421694
1099,sample_1099,1112,0.041295306,1140,0.042335116,1104,0.040998217,1116,0.04144385,1140,0.042335116,26928,0.392603,0,0.110024734,0.103701147,-0.053978578
1100,sample_1100,688,0.042156863,682,0.041789216,660,0.040441176,675,0.041360294,675,0.041360294,16320,0.237677,0,0.196648175,0.047602064,-0.111494427
1101,sample_1101,349,0.041078154,346,0.040725047,336,0.039548023,351,0.041313559,348,0.040960452,8496,0.124125,0,0.088191678,-0.061756543,-0.203714755
1102,sample_1102,369,0.043432203,363,0.042725989,367,0.043196798,337,0.039665725,346,0.040725047,8496,0.124125,0,0.324874662,0.143868945,0.173030304
1103,sample_1103,491,0.041581978,492,0.041666667,493,0.041751355,478,0.04048103,501,0.042428862,11808,0.172383,0,0.138847609,0.035008392,0.02378472
1104,sample_1104,509,0.043106369,500,0.042344173,496,0.04200542,504,0.042682927,479,0.040565718,11808,0.172383,0,0.292114273,0.104631943,0.050017559
1110,sample_1110,658,0.040798611,667,0.041356647,659,0.040860615,668,0.041418651,653,0.040488591,16128,0.235488,0,0.060085573,0.003149401,-0.068186362
1111,sample_1111,999,0.042045455,976,0.041077441,976,0.041077441,993,0.041792929,971,0.040867003,23760,0.346168,0,0.185446868,-0.025542999,-0.045798546
1112,sample_1112,546,0.040770609,565,0.042189367,538,0.040173238,569,0.042488053,560,0.04181601,13392,0.195366,0,0.057270191,0.088723336,-0.139159757
1113,sample_1113,566,0.042264038,546,0.040770609,538,0.040173238,573,0.042786738,578,0.043160096,13392,0.195366,0,0.207423912,-0.057074369,-0.139159757
1114,sample_1114,1084,0.041589932,1081,0.041474831,1083,0.041551565,1077,0.041321363,1103,0.042318907,26064,0.380058,0,0.139647343,0.015294542,0.00315595
1115,sample_1115,435,0.040099558,444,0.040929204,444,0.040929204,459,0.042311947,447,0.041205752,10848,0.158053,0,-0.010199324,-0.040776535,-0.061104436
1116,sample_1116,440,0.040560472,446,0.041113569,446,0.041113569,440,0.040560472,433,0.039915192,10848,0.158053,0,0.036142366,-0.021830303,-0.042068217
1117,sample_1117,776,0.041452991,791,0.042254274,782,0.041773504,778,0.041559829,783,0.041826923,18720,0.272677,0,0.125878891,0.095393434,0.026071685
1118,sample_1118,600,0.041946309,616,0.043064877,579,0.040478188,609,0.042575503,601,0.042016219,14304,0.208524,0,0.175478456,0.17869458,-0.107672905
1119,sample_1119,597,0.041736577,583,0.04075783,578,0.040408277,577,0.040338367,592,0.041387025,14304,0.208524,0,0.154391432,-0.058387629,-0.114891337
1120,sample_1120,836,0.041666667,831,0.041417464,848,0.042264753,855,0.042613636,834,0.041566986,20064,0.292886,0,0.147362424,0.009399251,0.0767943
1121,sample_1121,650,0.041411825,669,0.042622324,642,0.040902141,643,0.040965851,646,0.041156983,15696,0.228992,0,0.121739862,0.133215924,-0.063898743
1122,sample_1122,653,0.041602956,640,0.04077472,642,0.040902141,659,0.041985219,674,0.042940877,15696,0.228992,0,0.140956783,-0.056651971,-0.063898743
1123,sample_1123,673,0.041853234,688,0.04278607,654,0.040671642,653,0.040609453,658,0.040920398,16080,0.234739,0,0.166120433,0.150043125,-0.087698318
1127,sample_1127,1421,0.041754819,1410,0.041431594,1424,0.041842971,1403,0.041225905,1435,0.042166197,34032,0.496335,0,0.156225517,0.010851279,0.033244328
1128,sample_1128,1162,0.041240772,1192,0.042305508,1163,0.041276263,1178,0.041808631,1165,0.041347246,28176,0.410871,0,0.104541754,0.100658538,-0.025269645
1129,sample_1129,1383,0.042185212,1354,0.041300634,1366,0.041666667,1347,0.041087116,1378,0.042032699,32784,0.478037,0,0.199498522,-0.002606674,0.015040441
1130,sample_1130,389,0.039726307,407,0.041564542,423,0.043198529,406,0.041462418,413,0.042177288,9792,0.142708,0,-0.047727007,0.024513666,0.173209025
1132,sample_1132,1337,0.041388063,1348,0.041728579,1363,0.042192917,1351,0.041821446,1342,0.041542843,32304,0.471117,0,0.119350834,0.041370723,0.069377107
1133,sample_1133,532,0.041049383,556,0.042901235,528,0.040740741,558,0.043055556,522,0.040277778,12960,0.189202,0,0.085298886,0.161877974,-0.080563682
1134,sample_1134,945,0.041015625,942,0.040885417,978,0.042447917,970,0.042100694,957,0.041536458,23040,0.335878,0,0.081904786,-0.045276265,0.095706419
1135,sample_1135,977,0.042404514,975,0.042317708,946,0.041059028,969,0.042057292,967,0.041970486,23040,0.335878,0,0.221547747,0.101912273,-0.047699765
1136,sample_1136,447,0.042914747,416,0.039938556,430,0.041282642,449,0.043106759,427,0.040994624,10416,0.151703,0,0.272848034,-0.14257979,-0.024611039
1137,sample_1137,979,0.04240298,974,0.042186417,962,0.041666667,982,0.042532918,977,0.042316355,23088,0.336599,0,0.221393515,0.088420223,0.015040441
1138,sample_1138,604,0.040331197,615,0.041065705,628,0.041933761,608,0.040598291,608,0.040598291,14976,0.218452,0,0.013090346,-0.026749036,0.042618553
1139,sample_1139,609,0.040665064,638,0.042601496,621,0.041466346,611,0.040798611,629,0.042000534,14976,0.218452,0,0.046658365,0.131075504,-0.005643144
1140,sample_1140,566,0.040943287,568,0.041087963,578,0.041811343,576,0.041666667,579,0.041883681,13824,0.201392,0,0.074631715,-0.024461724,0.029978585
1141,sample_1141,593,0.042896412,587,0.042462384,569,0.041160301,570,0.041232639,583,0.042173032,13824,0.201392,0,0.271004629,0.116779803,-0.037243064
1142,sample_1142,1400,0.041429924,1414,0.041844223,1424,0.042140152,1416,0.041903409,1410,0.041725852,33792,0.492949,0,0.123559646,0.053254905,0.063928912
1143,sample_1143,762,0.041020672,783,0.042151163,774,0.041666667,777,0.041828165,763,0.041074505,18576,0.271254,0,0.082412209,0.084797327,0.015040441
1144,sample_1144,895,0.04199512,891,0.041807432,892,0.041854354,882,0.041385135,887,0.041619745,21312,0.310627,0,0.180386097,0.049474096,0.034419655
1145,sample_1145,1434,0.04195927,1444,0.042251873,1412,0.041315543,1412,0.041315543,1429,0.041812968,34176,0.498491,0,0.176781587,0.095146712,-0.021213932
1146,sample_1146,1320,0.04204893,1323,0.042144495,1315,0.041889653,1307,0.041634811,1316,0.041921509,31392,0.45773,0,0.185796266,0.084112158,0.038064369
1147,sample_1147,1006,0.042085007,999,0.041792169,998,0.041750335,1006,0.042085007,1012,0.042336011,23904,0.348957,0,0.189423557,0.047905526,0.023679367
1148,sample_1148,1099,0.041402954,1113,0.04193038,1103,0.041553647,1120,0.042194093,1094,0.041214587,26544,0.387389,0,0.120847938,0.062108699,0.00337086
1149,sample_1149,518,0.040570175,536,0.04197995,535,0.041901629,532,0.041666667,533,0.041744987,12768,0.18591,0,0.037117981,0.067202741,0.039300885
1150,sample_1150,518,0.040570175,550,0.043076441,536,0.04197995,543,0.042528195,513,0.040178571,12768,0.18591,0,0.037117981,0.179882962,0.0473877
1151,sample_1151,617,0.041199252,605,0.04039797,636,0.042467949,618,0.041266026,615,0.041065705,14976,0.218749,0,0.100367197,-0.095368401,0.097774777
1152,sample_1152,616,0.041132479,626,0.041800214,644,0.043002137,633,0.042267628,608,0.040598291,14976,0.218749,0,0.093653593,0.048732265,0.152931002
1153,sample_1153,396,0.043421053,383,0.041995614,372,0.040789474,385,0.042214912,386,0.042324561,9120,0.133053,0,0.323753532,0.068812459,-0.075531886
1154,sample_1154,393,0.043092105,398,0.043640351,394,0.043201754,372,0.040789474,384,0.042105263,9120,0.133053,0,0.290680199,0.23783279,0.173542012
1155,sample_1155,1043,0.041948198,1039,0.041787323,1045,0.042028636,1055,0.042430824,1024,0.041184041,24864,0.362343,0,0.175668429,0.047407567,0.052414639
1156,sample_1156,904,0.041483113,898,0.041207783,925,0.042446769,927,0.042538546,902,0.041391336,21792,0.318135,0,0.128907407,-0.012148528,0.095587967
1157,sample_1157,464,0.040960452,475,0.041931497,479,0.042284605,470,0.041490113,478,0.042196328,11328,0.165321,0,0.076357528,0.06222353,0.078844039
1158,sample_1158,490,0.04325565,479,0.042284605,457,0.040342514,456,0.040254237,492,0.043432203,11328,0.165321,0,0.307123438,0.098510381,-0.121681557
1159,sample_1159,1223,0.041975563,1234,0.042353103,1199,0.04115184,1232,0.042284459,1231,0.042250137,29136,0.424962,0,0.178419754,0.105549552,-0.038116712
1163,sample_1163,1018,0.041101421,1025,0.041384044,1012,0.040859173,1042,0.042070413,1050,0.042393411,24768,0.361503,0,0.090530986,0.005964847,-0.068335248
1164,sample_1164,354,0.040972222,344,0.039814815,344,0.039814815,363,0.042013889,373,0.043171296,8640,0.126132,0,0.077540943,-0.15529598,-0.176167804
1165,sample_1165,350,0.040509259,352,0.040740741,362,0.041898148,364,0.04212963,371,0.042939815,8640,0.126132,0,0.03099329,-0.060143794,0.038941471
1166,sample_1166,375,0.043402778,357,0.041319444,356,0.041203704,351,0.040625,364,0.04212963,8640,0.126132,0,0.321916125,-0.000673677,-0.032761621
1167,sample_1167,570,0.04052901,570,0.04052901,577,0.041026735,574,0.040813424,596,0.042377702,14064,0.204767,0,0.032979111,-0.081902144,-0.051034081
1168,sample_1168,689,0.042467949,670,0.041296844,676,0.041666667,688,0.042406312,670,0.041296844,16224,0.236647,0,0.22792567,-0.002996179,0.015040441
1169,sample_1169,668,0.04117357,660,0.040680473,662,0.040803748,668,0.04117357,682,0.042036489,16224,0.236647,0,0.097785041,-0.066337132,-0.074058076
1170,sample_1170,909,0.042460762,898,0.041946936,893,0.041713378,895,0.041806801,899,0.041993647,21408,0.311945,0,0.22720313,0.063810063,0.019863518
1171,sample_1171,545,0.042052469,526,0.04058642,523,0.040354938,540,0.041666667,555,0.042824074,12960,0.188832,0,0.186152135,-0.076002492,-0.120398733
1172,sample_1172,549,0.042361111,537,0.041435185,560,0.043209877,544,0.041975309,551,0.042515432,12960,0.188832,0,0.217183904,0.011220346,0.174380645
1173,sample_1173,790,0.041561448,775,0.040772306,807,0.042455808,781,0.041087963,796,0.041877104,19008,0.277477,0,0.136783412,-0.056899969,0.096521227
1174,sample_1174,389,0.040930135,391,0.041140572,392,0.041245791,410,0.043139731,385,0.040509259,9504,0.138479,0,0.073309338,-0.01905535,-0.028415979
1175,sample_1175,388,0.040824916,416,0.043771044,398,0.041877104,411,0.043244949,411,0.043244949,9504,0.138479,0,0.062730326,0.251263362,0.03676865
1176,sample_1176,714,0.042019774,710,0.041784369,714,0.042019774,711,0.04184322,695,0.040901601,16992,0.248134,0,0.182864871,0.047104009,0.05149964
1177,sample_1177,693,0.040783898,721,0.042431733,715,0.042078625,696,0.040960452,700,0.041195857,16992,0.248134,0,0.058606305,0.113629902,0.057576173
1178,sample_1178,1057,0.042347756,1055,0.042267628,1041,0.041706731,1051,0.042107372,1051,0.042107372,24960,0.363814,0,0.215841183,0.096765821,0.019177157
1179,sample_1179,830,0.041466827,838,0.041866507,836,0.041766587,830,0.041466827,815,0.040717426,20016,0.292231,0,0.127269911,0.055544836,0.025357432
1187,sample_1187,527,0.04051353,545,0.041897294,522,0.040129151,523,0.040206027,546,0.04197417,13008,0.189403,0,0.031422696,0.05870866,-0.143711792
1188,sample_1188,540,0.041512915,549,0.042204797,561,0.043127306,545,0.041897294,544,0.041820418,13008,0.189403,0,0.131903793,0.090309017,0.165855062
1189,sample_1189,1346,0.041298478,1366,0.041912126,1377,0.042249632,1351,0.04145189,1349,0.041390525,32592,0.47529,0,0.110343671,0.060232831,0.075233021
1192,sample_1192,418,0.041866987,420,0.042067308,402,0.040264423,421,0.042167468,406,0.040665064,9984,0.145529,0,0.167503235,0.076180012,-0.129744649
