Supplementary_Table1:  Summary of population data (MS+Seq-Gen+ART),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
990,sample_990,697,0.039467724,725,0.041053228,1279,0.072423556,699,0.039580974,709,0.040147225,17660,0.249479,21,-0.07251691,-0.031535503,3.215053441
991,sample_991,1179,0.040875052,1167,0.040459021,1752,0.060740535,1184,0.041048398,1180,0.040909721,28844,0.412024,0,0.070562424,-0.093425587,1.993363515
992,sample_992,443,0.041033716,406,0.037606521,985,0.091237495,406,0.037606521,443,0.041033716,10796,0.148761,21,0.086693391,-0.390530056,5.18242135
993,sample_993,412,0.038162282,413,0.038254909,997,0.092349018,411,0.038069655,446,0.041311597,10796,0.148761,21,-0.205237665,-0.322996644,5.298652949
994,sample_994,1356,0.040361948,1388,0.041314442,1933,0.057536612,1364,0.040600071,1374,0.040897726,33596,0.481365,0,0.018396487,-0.004328487,1.658330179
995,sample_995,294,0.036694958,329,0.041063405,898,0.112081877,303,0.037818273,318,0.039690464,8012,0.1088,21,-0.354416677,-0.030475482,7.362112013
996,sample_996,505,0.039713746,523,0.041129286,1079,0.084853728,502,0.039477823,523,0.041129286,12716,0.177139,21,-0.047504426,-0.023613588,4.514872696
997,sample_997,515,0.040500157,497,0.039084618,1067,0.083910035,498,0.039163259,493,0.038770053,12716,0.177139,21,0.032447873,-0.236577669,4.416191007
998,sample_998,478,0.03937397,462,0.038056013,1072,0.08830313,496,0.040856672,463,0.038138386,12140,0.168773,21,-0.082048562,-0.343712824,4.875575672
999,sample_999,502,0.041350906,480,0.039538715,1069,0.088056013,466,0.038385502,476,0.039209226,12140,0.168773,21,0.118941246,-0.189280805,4.849734725
1000,sample_1000,958,0.042106188,965,0.042413854,942,0.041402954,954,0.04193038,934,0.041051336,22752,0.331665,0,0.195728799,0.110181619,-0.02876152
1001,sample_1001,825,0.041415663,829,0.041616466,820,0.041164659,821,0.041214859,829,0.041616466,19920,0.290201,0,0.125524873,0.027129035,-0.05367995
1002,sample_1002,1172,0.041809361,1170,0.041738014,1154,0.041167237,1174,0.041880708,1186,0.04230879,28032,0.408784,0,0.165551111,0.039788949,-0.053410285
1003,sample_1003,1199,0.04142482,1208,0.041735766,1213,0.041908513,1208,0.041735766,1219,0.04211581,28944,0.421903,0,0.126455911,0.039554798,0.024104673
1004,sample_1004,383,0.041342832,395,0.042638169,400,0.043177893,375,0.040479275,389,0.041990501,9264,0.135222,0,0.118120422,0.133545387,0.156843346
1005,sample_1005,378,0.040803109,387,0.041774611,385,0.041558722,368,0.039723661,366,0.039507772,9264,0.135222,0,0.06324815,0.043600812,-0.012472871
1006,sample_1006,917,0.041084229,934,0.041845878,949,0.042517921,923,0.041353047,933,0.041801075,22320,0.325711,0,0.091828934,0.051023658,0.087830299
1007,sample_1007,902,0.041666667,908,0.041943829,904,0.041759054,915,0.042267184,898,0.041481892,21648,0.315749,0,0.151043785,0.061225761,0.008475787
1008,sample_1008,920,0.042498152,902,0.041666667,901,0.041620473,887,0.040973762,900,0.041574279,21648,0.315749,0,0.235578716,0.032357741,-0.006015578
1009,sample_1009,1195,0.042267968,1166,0.041242218,1172,0.041454443,1178,0.041666667,1172,0.041454443,28272,0.412021,0,0.212176526,-0.01185101,-0.023377334
1010,sample_1010,358,0.04075592,358,0.04075592,385,0.04382969,384,0.043715847,351,0.039959016,8784,0.127817,0,0.058450575,-0.062501838,0.225001605
1011,sample_1011,889,0.042478976,877,0.041905581,887,0.04238341,859,0.041045489,858,0.040997706,20928,0.305369,0,0.23362907,0.057242062,0.073764487
1012,sample_1012,972,0.041752577,953,0.040936426,970,0.041666667,986,0.042353952,979,0.042053265,23280,0.339301,0,0.159778093,-0.043701061,-0.001185123
1013,sample_1013,955,0.041022337,951,0.040850515,959,0.041194158,962,0.041323024,953,0.040936426,23280,0.339301,0,0.085536475,-0.052649155,-0.050595203
1014,sample_1014,766,0.040814152,776,0.041346974,771,0.041080563,789,0.042039642,780,0.041560102,18768,0.273416,0,0.064370857,-0.000940155,-0.062473841
1015,sample_1015,370,0.039529915,386,0.041239316,389,0.041559829,404,0.043162393,373,0.039850427,9360,0.136659,0,-0.066194131,-0.012153292,-0.012357099
1016,sample_1016,367,0.043196798,361,0.042490584,352,0.041431262,337,0.039665725,352,0.041431262,8496,0.123664,0,0.306608224,0.118173503,-0.025801342
1017,sample_1017,499,0.040928478,527,0.043225066,516,0.042322835,525,0.043061024,501,0.04109252,12192,0.178112,0,0.075994072,0.194674057,0.067430163
1018,sample_1018,812,0.041260163,839,0.042632114,837,0.042530488,806,0.040955285,812,0.041260163,19680,0.287159,0,0.109715596,0.132914678,0.08914439
1019,sample_1019,394,0.041041667,413,0.043020833,417,0.0434375,389,0.040520833,394,0.041041667,9600,0.140071,0,0.087501694,0.173402076,0.18399038
1020,sample_1020,1060,0.041588198,1052,0.041274325,1065,0.041784369,1047,0.041078154,1049,0.041156623,25488,0.371934,0,0.143066121,-0.008506908,0.011122986
1021,sample_1021,771,0.041612694,769,0.04150475,762,0.041126943,755,0.040749136,771,0.041612694,18528,0.269929,0,0.145556558,0.015493133,-0.057623862
1022,sample_1022,1197,0.041083196,1222,0.041941241,1200,0.041186161,1212,0.041598023,1201,0.041220483,29136,0.424625,0,0.091723876,0.060956263,-0.051431408
1023,sample_1023,1051,0.04162706,1052,0.041666667,1043,0.041310203,1065,0.042181559,1054,0.041745881,25248,0.368164,0,0.147017036,0.032357741,-0.038460443
1024,sample_1024,928,0.040960452,930,0.041048729,962,0.042461158,959,0.042328743,933,0.041181144,22656,0.330358,0,0.079244813,-0.032004081,0.081894614
1025,sample_1025,1315,0.041508838,1309,0.041319444,1337,0.042203283,1304,0.041161616,1327,0.041887626,31680,0.462218,0,0.134997802,-0.003807474,0.054928666
1026,sample_1026,429,0.04296875,423,0.042367788,434,0.043469551,416,0.041666667,405,0.040564904,9984,0.145521,0,0.283423139,0.105383654,0.187341972
1027,sample_1027,400,0.040064103,422,0.042267628,430,0.04306891,421,0.042167468,411,0.041165865,9984,0.145521,0,-0.011884652,0.094951381,0.145447062
1029,sample_1029,618,0.041398714,608,0.040728832,621,0.041599678,629,0.042135584,638,0.042738478,14928,0.217435,0,0.123801731,-0.065323224,-0.00819006
1030,sample_1030,842,0.040889666,838,0.040695416,838,0.040695416,846,0.041083916,874,0.042443667,20592,0.30012,0,0.072048179,-0.068803698,-0.102748542
1031,sample_1031,1178,0.04224039,1182,0.042383821,1176,0.042168675,1171,0.041989386,1154,0.041379805,27888,0.406458,0,0.209372726,0.107053536,0.051309704
1032,sample_1032,636,0.042741935,640,0.043010753,604,0.040591398,633,0.042540323,637,0.04280914,14880,0.216835,0,0.26036351,0.172352118,-0.113625656
1033,sample_1033,799,0.042463861,794,0.042198129,800,0.042517007,794,0.042198129,768,0.040816327,18816,0.274712,0,0.232092369,0.08771266,0.087734686
1035,sample_1035,1278,0.04121517,1278,0.04121517,1273,0.041053922,1272,0.041021672,1310,0.042247162,31008,0.452462,0,0.105141346,-0.014668235,-0.065259692
1036,sample_1036,338,0.04373706,308,0.039855072,339,0.04386646,338,0.04373706,327,0.042313665,7728,0.112578,0,0.361535181,-0.156330334,0.228846557
1037,sample_1037,927,0.0422593,932,0.042487236,895,0.040800511,912,0.041575492,896,0.040846098,21936,0.319752,0,0.21129522,0.117824768,-0.091758802
1038,sample_1038,515,0.041585917,499,0.040293928,505,0.040778424,496,0.04005168,500,0.040374677,12384,0.180925,0,0.142834212,-0.110621014,-0.094068412
1039,sample_1039,786,0.0410401,813,0.042449875,792,0.041353383,812,0.042397661,785,0.040987886,19152,0.279169,0,0.087342441,0.113933412,-0.033945053
1040,sample_1040,798,0.041666667,779,0.040674603,785,0.040987886,789,0.041196742,812,0.042397661,19152,0.279169,0,0.151043785,-0.070971443,-0.072164971
1041,sample_1041,1343,0.0413893,1344,0.041420118,1344,0.041420118,1354,0.041728304,1353,0.041697485,32448,0.473058,0,0.122844632,0.006678298,-0.026966606
1042,sample_1042,597,0.042448805,574,0.040813424,581,0.041311149,569,0.040457907,575,0.040884528,14064,0.205392,0,0.230561759,-0.056512411,-0.038361494
1043,sample_1043,588,0.041808874,572,0.040671217,566,0.040244596,576,0.040955631,601,0.04273322,14064,0.205392,0,0.165501598,-0.071324102,-0.149890606
1044,sample_1044,1104,0.041742287,1091,0.041250756,1086,0.041061706,1084,0.040986086,1095,0.041401996,26448,0.386034,0,0.158731878,-0.010961754,-0.064445677
1045,sample_1045,791,0.042254274,784,0.041880342,792,0.042307692,795,0.042467949,776,0.041452991,18720,0.272736,0,0.210784211,0.054613257,0.065846733
1046,sample_1046,356,0.041203704,346,0.040046296,351,0.040625,358,0.041435185,349,0.040393519,8640,0.125804,0,0.10397557,-0.136413259,-0.11011189
1047,sample_1047,366,0.042361111,351,0.040625,378,0.04375,372,0.043055556,366,0.042361111,8640,0.125804,0,0.221646107,-0.076137902,0.216668409
1048,sample_1048,623,0.042977373,618,0.04263245,592,0.040838852,595,0.041045806,599,0.041321744,14496,0.211747,0,0.284299824,0.132949727,-0.087749441
1049,sample_1049,630,0.04088785,640,0.041536864,649,0.042120976,662,0.042964694,629,0.040822949,15408,0.225032,0,0.07186361,0.018838034,0.046321878
1050,sample_1050,1255,0.041833333,1243,0.041433333,1267,0.042233333,1230,0.041,1239,0.0413,30000,0.437249,0,0.167988342,0.008054717,0.058071038
1051,sample_1051,851,0.040756705,851,0.040756705,851,0.040756705,873,0.041810345,865,0.041427203,20880,0.304363,0,0.058530397,-0.062420062,-0.09633954
1052,sample_1052,834,0.04146778,837,0.041616945,847,0.042114161,818,0.040672235,839,0.041716388,20112,0.293091,0,0.130823549,0.027178951,0.045609192
1053,sample_1053,1358,0.041362086,1376,0.041910331,1362,0.041483918,1359,0.041392544,1379,0.042001706,32832,0.47912,0,0.120077854,0.057736838,-0.020295082
1054,sample_1054,626,0.042759563,591,0.040368852,593,0.040505464,616,0.042076503,623,0.042554645,14640,0.213563,0,0.262155637,-0.102817159,-0.122611682
1055,sample_1055,604,0.041256831,630,0.043032787,599,0.040915301,592,0.040437158,601,0.041051913,14640,0.213563,0,0.10937684,0.174647108,-0.07975525
1056,sample_1056,1283,0.041829682,1281,0.041764476,1282,0.041797079,1260,0.041079812,1282,0.041797079,30672,0.447517,0,0.1676171,0.042545125,0.012452031
1057,sample_1057,479,0.043387681,466,0.042210145,470,0.042572464,462,0.041847826,466,0.042210145,11040,0.161345,0,0.326014758,0.088964163,0.093533804
1058,sample_1058,829,0.041317783,839,0.041816188,848,0.042264753,820,0.040869219,846,0.042165072,20064,0.292901,0,0.115573718,0.047931278,0.061356561
1059,sample_1059,831,0.041417464,855,0.042613636,821,0.040919059,836,0.041666667,838,0.041766348,20064,0.292901,0,0.125708023,0.130990143,-0.079362228
1060,sample_1060,1011,0.041957171,1018,0.042247676,1020,0.042330677,988,0.041002656,985,0.040878154,24096,0.351443,0,0.180578621,0.092873238,0.068250266
1061,sample_1061,1219,0.041769463,1215,0.041632401,1223,0.041906524,1234,0.042283443,1196,0.04098136,29184,0.425828,0,0.161494786,0.028788805,0.023896698
1062,sample_1062,1333,0.041510962,1339,0.041697808,1329,0.041386398,1321,0.04113727,1342,0.041791231,32112,0.468494,0,0.135213668,0.035601257,-0.030492773
1063,sample_1063,1008,0.041501976,993,0.040884387,1013,0.041707839,1007,0.041460804,1024,0.042160738,24288,0.354505,0,0.134300151,-0.049121201,0.003120283
1064,sample_1064,498,0.0415,491,0.040916667,491,0.040916667,506,0.042166667,494,0.041166667,12000,0.175086,0,0.134099227,-0.045759122,-0.079612395
1065,sample_1065,565,0.04203869,540,0.040178571,553,0.041145833,561,0.041741071,561,0.041741071,13440,0.196209,0,0.188866458,-0.122636035,-0.055648506
1066,sample_1066,550,0.040922619,549,0.040848214,550,0.040922619,571,0.042485119,561,0.041741071,13440,0.196209,0,0.075398439,-0.052888836,-0.078989956
1067,sample_1067,477,0.040070565,494,0.041498656,489,0.041078629,477,0.040070565,494,0.041498656,11904,0.173541,0,-0.011227682,0.014858443,-0.06267604
1068,sample_1068,1072,0.041901188,1067,0.041705754,1071,0.041862101,1085,0.042409318,1053,0.041158537,25584,0.372847,0,0.174886971,0.036428872,0.019251418
1069,sample_1069,1057,0.041314884,1084,0.042370231,1057,0.041314884,1081,0.042252971,1075,0.042018449,25584,0.372847,0,0.115279006,0.1056381,-0.037970898
1070,sample_1070,851,0.040756705,879,0.042097701,875,0.04190613,855,0.040948276,850,0.040708812,20880,0.304346,0,0.058530397,0.077252489,0.023855513
1071,sample_1071,615,0.042285479,622,0.042766777,592,0.04070407,616,0.042354235,620,0.042629263,14544,0.212215,0,0.213956745,0.146940598,-0.101843521
1072,sample_1072,965,0.041796604,951,0.041190229,943,0.040843728,964,0.041753292,955,0.041363479,23088,0.336973,0,0.164254199,-0.017266046,-0.087239533
1073,sample_1073,844,0.041372549,856,0.041960784,856,0.041960784,848,0.041568627,839,0.041127451,20400,0.297718,0,0.121141625,0.062991804,0.02957067
1074,sample_1074,555,0.041591727,553,0.041441847,544,0.040767386,559,0.041891487,573,0.042940647,13344,0.194434,0,0.143424829,0.008941415,-0.095222619
1075,sample_1075,542,0.040617506,561,0.042041367,543,0.040692446,551,0.041291966,553,0.041441847,13344,0.194434,0,0.044378405,0.07138495,-0.103059077
1076,sample_1076,1198,0.041876398,1203,0.042051174,1187,0.04149189,1210,0.042295861,1205,0.042121085,28608,0.417083,0,0.172366634,0.072406468,-0.019461426
1077,sample_1077,542,0.041361416,565,0.043116606,561,0.042811355,527,0.040216728,562,0.042887668,13104,0.191245,0,0.120009797,0.183377317,0.11851462
1078,sample_1078,1390,0.041133996,1397,0.041341146,1401,0.041459517,1414,0.041844223,1419,0.041992188,33792,0.49269,0,0.096888594,-0.001547148,-0.022846696
1079,sample_1079,938,0.042481884,922,0.041757246,932,0.042210145,921,0.041711957,907,0.041077899,22080,0.322017,0,0.233924772,0.041792144,0.055646233
1080,sample_1080,749,0.041500443,755,0.04183289,746,0.04133422,753,0.041722074,756,0.041888298,18048,0.263409,0,0.134144293,0.049670875,-0.035948985
1081,sample_1081,409,0.040575397,432,0.042857143,420,0.041666667,433,0.042956349,432,0.042857143,10080,0.147131,0,0.040097278,0.156352761,-0.001185123
1082,sample_1082,429,0.042559524,421,0.041765873,413,0.040972222,417,0.041369048,406,0.040277778,10080,0.147131,0,0.241818199,0.042690659,-0.073802967
1083,sample_1083,417,0.040406977,413,0.04001938,423,0.040988372,434,0.042054264,430,0.041666667,10320,0.150512,0,0.022974455,-0.139216764,-0.07211418
1084,sample_1084,673,0.041728671,666,0.041294643,666,0.041294643,690,0.042782738,687,0.042596726,16128,0.235389,0,0.157347564,-0.006390703,-0.04008754
1085,sample_1085,767,0.041077549,793,0.042470009,779,0.041720223,758,0.040595544,758,0.040595544,18672,0.272071,0,0.091149784,0.116030473,0.004415225
1086,sample_1086,945,0.04153481,950,0.041754571,955,0.041974332,929,0.040831575,950,0.041754571,22752,0.33213,0,0.13763828,0.041513491,0.030987339
1087,sample_1087,1192,0.04223356,1174,0.041595805,1156,0.04095805,1179,0.041772959,1162,0.041170635,28224,0.411302,0,0.208678334,0.024977085,-0.075284964
1088,sample_1088,1093,0.04162858,1087,0.041400061,1109,0.042237965,1076,0.040981109,1099,0.041857099,26256,0.383207,0,0.147171628,0.004589203,0.058555334
1089,sample_1089,1258,0.041078892,1276,0.041666667,1280,0.041797283,1271,0.041503396,1285,0.041960554,30624,0.446351,0,0.091286333,0.032357741,0.012473405
1090,sample_1090,1327,0.041078504,1358,0.042038138,1339,0.041449975,1340,0.041480931,1333,0.04126424,32304,0.470886,0,0.09124687,0.071048609,-0.02384448
1091,sample_1091,1354,0.041361193,1364,0.041666667,1351,0.04126955,1378,0.04209433,1376,0.042033236,32736,0.477749,0,0.119987045,0.032357741,-0.042711456
1092,sample_1092,1120,0.041152263,1135,0.04170341,1130,0.041519694,1137,0.041776896,1153,0.042364785,27216,0.397144,0,0.098745768,0.036184747,-0.016553979
1093,sample_1093,736,0.041666667,733,0.04149683,752,0.042572464,726,0.041100543,744,0.042119565,17664,0.257733,0,0.151043785,0.014668234,0.093533804
1094,sample_1094,903,0.041165208,917,0.041803428,905,0.041256382,896,0.040846098,909,0.041438731,21936,0.319842,0,0.100061801,0.046602245,-0.044088445
1095,sample_1095,1006,0.041749668,1016,0.042164675,984,0.040836653,1006,0.041749668,1004,0.041666667,24096,0.351098,0,0.159482309,0.084228167,-0.087979359
1098,sample_1098,437,0.040825859,466,0.043535127,437,0.040825859,451,0.042133782,436,0.040732436,10704,0.15641,0,0.065561152,0.226968759,-0.089108074
1099,sample_1099,451,0.042133782,465,0.043441704,452,0.042227205,429,0.040078475,458,0.042787743,10704,0.15641,0,0.198534136,0.217238208,0.057430177
1100,sample_1100,850,0.042062549,836,0.041369755,837,0.04141924,861,0.042606888,851,0.042112035,20208,0.294777,0,0.19129214,0.001432617,-0.027058464
1101,sample_1101,1227,0.041163446,1255,0.042102791,1254,0.042069243,1251,0.041968599,1243,0.041700215,29808,0.43478,0,0.099882681,0.077782647,0.040912178
1102,sample_1102,475,0.040391156,501,0.042602041,505,0.042942177,477,0.040561224,478,0.040646259,11760,0.171734,0,0.021366049,0.129782399,0.132194591
1103,sample_1103,1021,0.041707516,1008,0.041176471,1033,0.042197712,1002,0.040931373,1005,0.041053922,24480,0.356827,0,0.155196863,-0.018699033,0.054346169
1104,sample_1104,1005,0.041053922,1023,0.041789216,1017,0.041544118,1011,0.04129902,1040,0.04248366,24480,0.356827,0,0.088747618,0.045121934,-0.014000037
1105,sample_1105,906,0.042511261,907,0.042558183,891,0.041807432,869,0.04077515,895,0.04199512,21312,0.311152,0,0.236911474,0.125214372,0.01353471
1106,sample_1106,1004,0.041501323,1021,0.042204034,1005,0.041542659,1011,0.041790675,995,0.041129299,24192,0.352792,0,0.134233708,0.088327715,-0.014152595
1107,sample_1107,904,0.04130117,927,0.042351974,916,0.041849415,932,0.042580409,912,0.041666667,21888,0.31923,0,0.113884668,0.103736453,0.017924836
1108,sample_1108,557,0.040574009,567,0.041302448,581,0.042322261,568,0.041375291,564,0.041083916,13728,0.200311,0,0.039956214,-0.005577799,0.067370184
1109,sample_1109,1361,0.041332604,1385,0.042061467,1359,0.041271866,1381,0.04193999,1390,0.042213314,32928,0.480392,0,0.117080568,0.073478538,-0.04246932
1111,sample_1111,1321,0.041509553,1327,0.041698089,1323,0.041572398,1325,0.041635244,1319,0.041446707,31824,0.464302,0,0.135070409,0.035630611,-0.011042749
1112,sample_1112,1324,0.041107799,1356,0.042101341,1336,0.041480378,1325,0.041138847,1343,0.041697715,32208,0.47,0,0.094225224,0.07763163,-0.02066532
1113,sample_1113,394,0.043894831,383,0.04266934,377,0.042000891,391,0.043560606,366,0.040775401,8976,0.131094,0,0.377575301,0.136792049,0.033764641
1114,sample_1114,763,0.041074505,768,0.041343669,770,0.041451335,790,0.042527993,784,0.042204996,18576,0.271015,0,0.090840254,-0.001284319,-0.023702284
1115,sample_1115,1285,0.041960554,1281,0.041829937,1295,0.042287095,1296,0.042319749,1288,0.042058516,30624,0.446847,0,0.180922511,0.049363327,0.063692888
1116,sample_1116,1217,0.041293431,1223,0.041497014,1225,0.041564875,1211,0.041089848,1240,0.042073833,29472,0.430127,0,0.113097911,0.01468744,-0.011829433
1117,sample_1117,718,0.040981735,734,0.041894977,716,0.04086758,729,0.041609589,740,0.042237443,17520,0.255445,0,0.081408617,0.056137607,-0.084745382
1118,sample_1118,416,0.041666667,397,0.039763622,411,0.041165865,412,0.041266026,433,0.043369391,9984,0.145628,0,0.151043785,-0.165855453,-0.053553761
1119,sample_1119,1166,0.042246377,1170,0.042391304,1150,0.041666667,1142,0.041376812,1162,0.042101449,27600,0.402438,0,0.209981376,0.10783297,-0.001185123
1120,sample_1120,312,0.041935484,307,0.041263441,293,0.03938172,294,0.039516129,309,0.041532258,7440,0.10837,0,0.178373716,-0.009640573,-0.240121256
1121,sample_1121,1008,0.042168675,986,0.041248327,1011,0.042294177,1003,0.041959505,1015,0.042461513,23904,0.348564,0,0.202081608,-0.011214807,0.064433411
1122,sample_1122,454,0.040420228,459,0.040865385,463,0.04122151,475,0.042289886,459,0.040865385,11232,0.16398,0,0.024321667,-0.051100446,-0.047735023
1123,sample_1123,854,0.040806575,880,0.04204893,861,0.041141055,862,0.041188838,856,0.040902141,20928,0.305166,0,0.063600541,0.072172655,-0.05614817
1124,sample_1124,1327,0.041824256,1310,0.041288452,1320,0.041603631,1303,0.041067827,1307,0.041193898,31728,0.462628,0,0.167065492,-0.007035534,-0.007776758
1125,sample_1125,628,0.040380658,644,0.041409465,657,0.04224537,649,0.041730967,665,0.042759774,15552,0.226964,0,0.020298743,0.005568693,0.059329747
1126,sample_1126,1320,0.041229385,1317,0.041135682,1327,0.041448026,1349,0.042135182,1316,0.041104448,32016,0.466761,0,0.10658655,-0.022947385,-0.024048313
1127,sample_1127,895,0.041435185,894,0.041388889,911,0.042175926,913,0.042268519,918,0.0425,21600,0.315271,0,0.127509677,0.003425569,0.052067963
1128,sample_1128,624,0.042622951,623,0.042554645,592,0.040437158,630,0.043032787,618,0.042213115,14640,0.213789,0,0.248266655,0.124845829,-0.129754421
1132,sample_1132,723,0.042669972,717,0.042315864,713,0.042079792,714,0.04213881,717,0.042315864,16944,0.247235,0,0.25304714,0.099975422,0.042015294
1133,sample_1133,1121,0.042308273,1112,0.041968599,1112,0.041968599,1085,0.040949577,1085,0.040949577,26496,0.386343,0,0.216274191,0.063805753,0.030387853
1134,sample_1134,785,0.041508037,799,0.042248308,772,0.040820643,791,0.041825296,806,0.042618443,18912,0.275851,0,0.134916351,0.092939064,-0.089653563
1135,sample_1135,796,0.042089679,798,0.042195431,774,0.040926396,792,0.041878173,793,0.041931049,18912,0.275851,0,0.194050276,0.087431671,-0.078595008
1136,sample_1136,666,0.041666667,671,0.041979479,683,0.04273023,653,0.040853353,651,0.040728228,15984,0.233436,0,0.151043785,0.064939015,0.110031395
1138,sample_1138,1075,0.042018449,1060,0.041432145,1068,0.041744841,1069,0.041783927,1046,0.040884928,25584,0.373042,0,0.186808564,0.007930954,0.006989493
1139,sample_1139,748,0.040901137,765,0.041830709,779,0.042596238,743,0.040627734,764,0.041776028,18288,0.267014,0,0.073214453,0.049443669,0.096019865
1140,sample_1140,767,0.04194007,757,0.041393263,764,0.041776028,779,0.042596238,761,0.041611986,18288,0.267014,0,0.178839975,0.003881194,0.010250758
1141,sample_1141,1273,0.04229798,1245,0.041367624,1265,0.042032164,1241,0.041234716,1252,0.041600213,30096,0.438865,0,0.215227714,0.001210666,0.037034795
1142,sample_1142,808,0.04125817,832,0.04248366,803,0.041002859,815,0.041615605,834,0.042585784,19584,0.28548,0,0.109513007,0.117452362,-0.070599239
1143,sample_1143,1181,0.041006944,1183,0.041076389,1188,0.04125,1217,0.042256944,1183,0.041076389,28800,0.420361,0,0.083971578,-0.029123124,-0.04475583
1144,sample_1144,711,0.040693681,715,0.040922619,740,0.04235348,725,0.041494963,732,0.041895604,17472,0.254547,0,0.052122948,-0.045139147,0.070634723
1145,sample_1145,730,0.041781136,711,0.040693681,718,0.041094322,742,0.042467949,724,0.041437729,17472,0.254547,0,0.16268153,-0.068984343,-0.061034995
1147,sample_1147,1096,0.041067146,1110,0.041591727,1125,0.042153777,1098,0.041142086,1127,0.042228717,26688,0.389342,0,0.090092139,0.024552299,0.049751854
1148,sample_1148,977,0.042316355,969,0.041969854,972,0.042099792,967,0.041883229,978,0.042359667,23088,0.336803,0,0.217095854,0.063936514,0.044106672
1149,sample_1149,660,0.041540785,651,0.04097432,671,0.042233132,651,0.04097432,672,0.042296073,15888,0.231951,0,0.138245781,-0.039754167,0.058049976
1150,sample_1150,669,0.042107251,680,0.042799597,651,0.04097432,665,0.041855488,644,0.040533736,15888,0.231951,0,0.195836799,0.150359044,-0.073583578
1151,sample_1151,1409,0.04157814,1432,0.042256846,1413,0.041696176,1404,0.041430595,1423,0.041991265,33888,0.494485,0,0.142043489,0.09382836,0.001900621
1152,sample_1152,487,0.041076248,489,0.041244939,505,0.042594467,501,0.042257085,514,0.043353576,11856,0.172824,0,0.091017519,-0.011567621,0.095834669
1153,sample_1153,1266,0.041798732,1273,0.042029847,1251,0.041303487,1279,0.042227945,1247,0.041171421,30288,0.441917,0,0.164470534,0.070185064,-0.03916276
1154,sample_1154,1126,0.041740807,1136,0.042111507,1139,0.042222716,1115,0.041333037,1108,0.041073547,26976,0.393258,0,0.158581399,0.078690399,0.056960837
1155,sample_1155,723,0.04059973,739,0.041498203,726,0.040768194,753,0.042284367,746,0.041891285,17808,0.259727,0,0.042571214,0.014811275,-0.095138129
1156,sample_1156,301,0.039941614,294,0.039012739,310,0.041135881,314,0.041666667,328,0.043524416,7536,0.109585,0,-0.024337781,-0.244064279,-0.056689208
1157,sample_1157,330,0.043789809,325,0.043126327,327,0.04339172,298,0.039543524,309,0.041003185,7536,0.109585,0,0.366898019,0.184389851,0.179203152
1158,sample_1158,1160,0.04116979,1188,0.042163543,1154,0.040956843,1171,0.041560193,1181,0.041915105,28176,0.410716,0,0.100527643,0.084110347,-0.075411199
1159,sample_1159,836,0.041967871,838,0.042068273,842,0.042269076,823,0.041315261,821,0.041214859,19920,0.290438,0,0.181666479,0.074187386,0.061808669
1160,sample_1160,1368,0.041911765,1363,0.041758578,1345,0.041207108,1364,0.041789216,1347,0.041268382,32640,0.475897,0,0.175962252,0.041930885,-0.04924105
1161,sample_1161,414,0.041267943,430,0.042862839,406,0.040470494,407,0.040570175,401,0.039972089,10032,0.146218,0,0.110506566,0.156946038,-0.126268491
1162,sample_1162,399,0.039772727,410,0.040869219,425,0.042364434,415,0.041367624,424,0.042264753,10032,0.146218,0,-0.041508004,-0.050701125,0.071780175
1163,sample_1163,1436,0.041900093,1427,0.041637488,1441,0.042045985,1427,0.041637488,1422,0.041491597,34272,0.49974,0,0.174775658,0.029318647,0.038480086
1164,sample_1164,940,0.041844729,937,0.041711182,946,0.042111823,948,0.042200855,946,0.042111823,22464,0.327631,0,0.169146944,0.036994306,0.045364777
1165,sample_1165,611,0.042859147,586,0.041105499,599,0.042017396,610,0.042789001,600,0.042087542,14256,0.208159,0,0.272280096,-0.026091091,0.035490556
1166,sample_1166,456,0.043577982,435,0.041571101,428,0.040902141,419,0.040042049,447,0.04271789,10464,0.152549,0,0.345362104,0.022404012,-0.081131374
1167,sample_1167,435,0.041571101,441,0.042144495,433,0.041379969,453,0.043291284,429,0.040997706,10464,0.152549,0,0.141327869,0.082126384,-0.031164967
1169,sample_1169,799,0.041202558,812,0.041872937,824,0.042491749,824,0.042491749,805,0.041511964,19392,0.282923,0,0.103859064,0.053842026,0.085093504
1170,sample_1170,941,0.042433261,927,0.041801948,928,0.041847042,933,0.042072511,939,0.042343074,22176,0.323697,0,0.228981414,0.046448084,0.017676655
1171,sample_1171,920,0.042217327,893,0.040978341,895,0.041070117,906,0.04157489,919,0.042171439,21792,0.317835,0,0.207028005,-0.039335416,-0.063566091
1172,sample_1172,746,0.041666667,732,0.040884718,733,0.040940572,751,0.041945934,756,0.042225201,17904,0.261314,0,0.151043785,-0.04908671,-0.077112628
1173,sample_1173,961,0.041623354,947,0.041016979,954,0.041320166,973,0.042143105,943,0.040843728,23088,0.336905,0,0.146640313,-0.03531106,-0.037418559
1174,sample_1174,737,0.04206621,716,0.04086758,719,0.041038813,732,0.041780822,745,0.042522831,17520,0.255172,0,0.191664299,-0.050871794,-0.066839613
